structureid,annual_electricity_generation_k,first_year_bill_savings,system_size,payback_period,annual_ghg_reduction_kg,roof_size800k,system_cost
65 Savona Dr Structure 2,1168,183,1.015652174,10,82,10,3000
69 Savona Dr Structure 1,3786,593,3.292173913,10,265,32,9900
71 Savona Dr Structure 1,5502,861,4.784347826,10,385,45,14400
71 Savona Dr Structure 2,1798,281,1.563478261,10,126,16,4700
20 Thames Ave Structure 1,4431,693,3.853043478,10,310,37,11600
18 Thames Ave Structure 1,5712,894,4.966956522,10,400,46,14900
16 Thames Ave Structure 2,1352,212,1.175652174,10,95,12,3500
12 Thames Ave Structure 1,3190,499,2.773913043,10,223,24,8300
8 Thames Ave Structure 1,4156,650,3.613913043,10,291,29,10800
31 Norfolk Ave Structure 1,3218,504,2.79826087,10,225,26,8400
27 Norfolk Ave Structure 1,1480,232,1.286956522,10,104,13,3900
27 Norfolk Ave Structure 2,2740,429,2.382608696,10,192,20,7100
29 Norfolk Ave Structure 2,2655,416,2.308695652,10,186,20,6900
2 Stephney Dr Structure 1,3575,559,3.108695652,10,250,25,9300
2 Stephney Dr Structure 2,3248,508,2.824347826,10,227,27,8500
8 Stephney Dr Structure 1,4060,635,3.530434783,10,284,26,10600
67 Delma Dr Structure 1,5712,894,4.966956522,10,400,40,14900
69 Delma Dr Structure 2,2007,314,1.745217391,10,140,15,5200
70 Delma Dr Structure 2,2423,379,2.106956522,10,170,18,6300
76 Delma Dr Structure 1,5248,821,4.563478261,10,367,42,13700
76 Delma Dr Structure 2,3216,503,2.796521739,10,225,21,8400
74 Delma Dr Structure 2,3948,618,3.433043478,10,276,28,10300
71 Delma Dr Structure 1,5206,815,4.526956522,10,364,38,13600
89 Delma Dr Structure 1,3708,580,3.224347826,10,260,28,9700
91 Delma Dr Structure 1,3504,548,3.046956522,10,245,25,9100
77 Delma Dr Structure 1,4080,639,3.547826087,10,286,34,10600
78 Delma Dr Structure 1,3886,608,3.379130435,10,272,32,10100
78 Delma Dr Structure 2,2903,454,2.524347826,10,203,22,7600
80 Delma Dr Structure 1,5175,810,4.5,10,362,45,13500
80 Delma Dr Structure 2,2478,388,2.154782609,10,173,20,6500
82 Delma Dr Structure 2,2172,340,1.888695652,10,152,18,5700
41 Savona Dr Structure 2,4688,734,4.076521739,10,328,34,12200
35 Savona Dr Structure 1,5852,916,5.088695652,9,410,44,13700
35 Savona Dr Structure 2,3399,532,2.955652174,10,238,23,8900
37 Savona Dr Structure 1,6155,963,5.352173913,9,431,44,14500
45 Ecker Dr Structure 2,1882,295,1.636521739,10,132,16,4900
92 Delma Dr Structure 2,3245,508,2.82173913,10,227,25,8500
90 Delma Dr Structure 2,3476,544,3.022608696,10,243,26,9100
88 Delma Dr Structure 1,2934,459,2.551304348,10,205,22,7700
88 Delma Dr Structure 2,2072,324,1.80173913,10,145,16,5400
84 Delma Dr Structure 2,2238,350,1.946086957,10,157,16,5800
86 Delma Dr Structure 1,3806,596,3.309565217,10,266,27,9900
57 Gair Dr Structure 1,5261,823,4.574782609,10,368,38,13700
57 Gair Dr Structure 2,2814,440,2.446956522,10,197,20,7300
30 Whaley Dr Structure 1,3833,600,3.333043478,10,268,27,10000
54 Gair Dr Structure 1,3061,479,2.66173913,10,214,26,8000
96 Delma Dr Structure 1,4846,758,4.213913043,10,339,33,12600
94 Delma Dr Structure 2,1233,193,1.072173913,10,86,10,3200
37 Ecker Dr Structure 2,3012,471,2.619130435,10,211,23,7900
31 Ecker Dr Structure 2,5617,879,4.884347826,10,393,42,14700
49 Gair Dr Structure 1,5086,796,4.422608696,10,356,37,13300
51 Gair Dr Structure 1,3489,546,3.033913043,10,244,28,9100
51 Gair Dr Structure 2,1810,283,1.573913043,10,127,14,4700
53 Gair Dr Structure 1,3731,584,3.244347826,10,261,30,9700
44 Coules Crt Structure 2,2523,395,2.193913043,10,177,19,6600
46 Coules Crt Structure 2,3784,592,3.290434783,10,265,27,9900
20 Whaley Dr Structure 1,4339,679,3.773043478,10,304,36,11300
22 Whaley Dr Structure 1,5126,802,4.457391304,10,359,42,13400
22 Whaley Dr Structure 2,3973,622,3.454782609,10,278,32,10400
24 Whaley Dr Structure 1,3744,586,3.255652174,10,262,33,9800
26 Whaley Dr Structure 2,1328,208,1.154782609,10,93,12,3500
27 Whaley Dr Structure 2,1858,291,1.615652174,10,130,15,4800
67 Gair Dr Structure 2,2282,357,1.984347826,10,160,16,6000
31 Whaley Dr Structure 1,2532,396,2.20173913,10,177,20,6600
58 Gair Dr Structure 1,2312,362,2.010434783,10,162,20,6000
95 Delma Dr Structure 1,1413,221,1.228695652,10,99,12,3700
93 Delma Dr Structure 1,4255,666,3.7,10,298,33,11100
64 Gair Dr Structure 1,2679,419,2.329565217,10,188,22,7000
66 Gair Dr Structure 1,1551,243,1.348695652,10,109,14,4000
92 Gair Dr Structure 1,3161,495,2.748695652,10,221,26,8200
90 Gair Dr Structure 1,4326,677,3.76173913,10,303,29,11300
88 Gair Dr Structure 1,3508,549,3.050434783,10,246,24,9200
86 Gair Dr Structure 1,4499,704,3.912173913,10,315,33,11700
69 Gair Dr Structure 1,4844,758,4.212173913,10,339,40,12600
71 Gair Dr Structure 1,2994,469,2.603478261,10,210,24,7800
73 Gair Dr Structure 1,4507,705,3.919130435,10,315,34,11800
75 Gair Dr Structure 1,3888,608,3.380869565,10,272,32,10100
77 Gair Dr Structure 1,4450,696,3.869565217,10,312,36,11600
77 Gair Dr Structure 2,1534,240,1.333913043,10,107,10,4000
79 Gair Dr Structure 1,3185,498,2.769565217,10,223,25,8300
79 Gair Dr Structure 2,1580,247,1.373913043,10,111,13,4100
81 Gair Dr Structure 2,1762,276,1.532173913,10,123,14,4600
85 Gair Dr Structure 1,4148,649,3.606956522,10,290,30,10800
85 Gair Dr Structure 2,1958,306,1.702608696,10,137,16,5100
83 Gair Dr Structure 1,5560,870,4.834782609,10,389,41,14500
54 Mitcham Dr Structure 1,2517,394,2.188695652,10,176,19,6600
54 Mitcham Dr Structure 2,2940,460,2.556521739,10,206,23,7700
52 Mitcham Dr Structure 2,2129,333,1.851304348,10,149,15,5600
49 Mitcham Dr Structure 1,3640,570,3.165217391,10,255,25,9500
49 Mitcham Dr Structure 2,2453,384,2.133043478,10,172,20,6400
46 Mitcham Dr Structure 1,3593,562,3.124347826,10,252,24,9400
44 Mitcham Dr Structure 2,2486,389,2.16173913,10,174,22,6500
48 Mitcham Dr Structure 1,3798,594,3.302608696,10,266,29,9900
50 Mitcham Dr Structure 1,1442,226,1.253913043,10,101,12,3800
40 Mitcham Dr Structure 1,4485,702,3.9,10,314,31,11700
38 Mitcham Dr Structure 1,5595,876,4.865217391,10,392,46,14600
49 Delma Dr Structure 2,1350,211,1.173913043,10,95,9,3500
50 Delma Dr Structure 1,3653,572,3.176521739,10,256,29,9500
55 Delma Dr Structure 1,5908,925,5.137391304,9,414,47,13900
93 Gair Dr Structure 2,4056,635,3.526956522,10,284,30,10600
61 Delma Dr Structure 1,3536,553,3.074782609,10,248,31,9200
7 Stephney Dr Structure 1,3204,501,2.786086957,10,224,22,8400
62 Delma Dr Structure 1,5048,790,4.389565217,10,353,41,13200
58 Delma Dr Structure 1,2087,327,1.814782609,10,146,18,5400
60 Delma Dr Structure 1,3137,491,2.727826087,10,220,27,8200
19 Norfolk Ave Structure 1,2471,387,2.148695652,10,173,19,6400
1 Stephney Dr Structure 1,3044,476,2.646956522,10,213,25,7900
22 Norfolk Ave Structure 2,1258,197,1.093913043,10,88,10,3300
17 Norfolk Ave Structure 1,1890,296,1.643478261,10,132,16,4900
11 Norfolk Ave Structure 1,5585,874,4.856521739,10,391,41,14600
15 Norfolk Ave Structure 1,1679,263,1.46,10,118,14,4400
15 Norfolk Ave Structure 2,1268,198,1.102608696,10,89,11,3300
2 Putney Rd Structure 1,1806,283,1.570434783,10,126,15,4700
2 Putney Rd Structure 2,2090,327,1.817391304,10,146,17,5500
1 Putney Rd Structure 1,5122,802,4.453913043,10,359,36,13400
3 Putney Rd Structure 1,5573,872,4.846086957,10,390,40,14500
10 Norfolk Ave Structure 1,2934,459,2.551304348,10,205,24,7700
9 Norfolk Ave Structure 1,3962,620,3.445217391,10,277,30,10300
5 Norfolk Ave Structure 1,4042,633,3.514782609,10,283,36,10500
7 Norfolk Ave Structure 1,3679,576,3.199130435,10,258,29,9600
56 Delma Dr Structure 1,6139,961,5.33826087,9,430,48,14400
56 Delma Dr Structure 2,1151,180,1.000869565,10,81,10,3000
54 Delma Dr Structure 1,5732,897,4.984347826,10,401,47,15000
52 Delma Dr Structure 1,2801,438,2.435652174,10,196,24,7300
28 Mitcham Dr Structure 2,1281,200,1.113913043,10,90,10,3300
26 Mitcham Dr Structure 1,3289,515,2.86,10,230,25,8600
20 Mitcham Dr Structure 1,3503,548,3.046086957,10,245,26,9100
23 Mitcham Dr Structure 1,3663,573,3.185217391,10,256,25,9600
12 Mitcham Dr Structure 1,3856,603,3.353043478,10,270,27,10100
3 Norfolk Ave Structure 1,1704,267,1.48173913,10,119,14,4400
3 Norfolk Ave Structure 2,2065,323,1.795652174,10,145,17,5400
8 Norfolk Ave Structure 1,4222,661,3.671304348,10,296,34,11000
6 Mitcham Dr Structure 1,3691,578,3.209565217,10,258,32,9600
8 Mitcham Dr Structure 1,5790,906,5.034782609,9,405,51,13600
4 Norfolk Ave Structure 1,1931,302,1.679130435,10,135,16,5000
7 Mitcham Dr Structure 1,4977,779,4.327826087,10,348,35,13000
1 Mitcham Dr Structure 1,1503,235,1.306956522,10,105,12,3900
1 Mitcham Dr Structure 2,2942,460,2.55826087,10,206,22,7700
31 Fulham Dr Structure 2,1428,223,1.24173913,10,100,10,3700
9 Mitcham Dr Structure 1,3877,607,3.371304348,10,271,26,10100
9 Mitcham Dr Structure 2,1934,303,1.68173913,10,135,17,5000
11 Mitcham Dr Structure 1,4147,649,3.606086957,10,290,28,10800
11 Mitcham Dr Structure 2,2000,313,1.739130435,10,140,17,5200
19 Mitcham Dr Structure 1,3577,560,3.110434783,10,250,24,9300
39 Delma Dr Structure 1,2518,394,2.189565217,10,176,21,6600
41 Delma Dr Structure 1,3673,575,3.193913043,10,257,30,9600
41 Delma Dr Structure 2,1760,275,1.530434783,10,123,14,4600
43 Delma Dr Structure 1,4987,780,4.336521739,10,349,39,13000
27 Mitcham Dr Structure 2,3327,521,2.893043478,10,233,26,8700
37 Mitcham Dr Structure 1,1509,236,1.312173913,10,106,13,3900
45 Delma Dr Structure 1,3666,574,3.187826087,10,257,29,9600
46 Delma Dr Structure 1,3199,501,2.78173913,10,224,26,8300
44 Radlett Ave Structure 2,2107,330,1.832173913,10,147,15,5500
41 Mitcham Dr Structure 1,6024,943,5.23826087,9,422,42,14100
43 Mitcham Dr Structure 1,3256,510,2.831304348,10,228,22,8500
48 Radlett Ave Structure 1,3144,492,2.733913043,10,220,25,8200
47 Radlett Ave Structure 1,5536,866,4.813913043,10,388,41,14400
45 Radlett Ave Structure 1,5216,816,4.535652174,10,365,39,13600
42 Radlett Ave Structure 1,5459,854,4.746956522,10,382,42,14200
42 Radlett Ave Structure 2,2335,365,2.030434783,10,163,20,6100
35 Delma Dr Structure 1,3979,623,3.46,10,279,32,10400
35 Delma Dr Structure 2,1444,226,1.255652174,10,101,11,3800
38 Radlett Ave Structure 1,6095,954,5.3,9,427,48,14300
59A Roseland Dr Structure 2,3012,471,2.619130435,10,211,23,7900
60 Roseland Dr Structure 2,3250,509,2.826086957,10,228,23,8500
60A Roseland Dr Structure 2,3188,499,2.772173913,10,223,24,8300
62A Roseland Dr Structure 1,5225,818,4.543478261,10,366,40,13600
57 Burlingame Rd Structure 1,6221,974,5.409565217,9,435,48,14600
55 Burlingame Rd Structure 1,6033,944,5.246086957,9,422,48,14200
58A Roseland Dr Structure 2,2902,454,2.523478261,10,203,22,7600
56 Roseland Dr Structure 2,1469,230,1.277391304,10,103,12,3800
49 Burlingame Rd Structure 2,3228,505,2.806956522,10,226,23,8400
51 Burlingame Rd Structure 1,5316,832,4.622608696,10,372,42,13900
53 Roseland Dr Structure 1,5135,804,4.465217391,10,359,37,13400
53 Roseland Dr Structure 2,2160,338,1.87826087,10,151,16,5600
59 Roseland Dr Structure 2,3366,527,2.926956522,10,236,23,8800
57A Roseland Dr Structure 2,3055,478,2.656521739,10,214,22,8000
57 Roseland Dr Structure 2,2040,319,1.773913043,10,143,16,5300
102 Foch Ave Structure 2,3317,519,2.884347826,10,232,27,8700
105 Foch Ave Structure 1,2581,404,2.244347826,10,181,21,6700
96 Foch Ave Structure 1,6176,967,5.370434783,9,432,52,14500
40 Woodbury Rd Structure 1,6283,983,5.463478261,9,440,45,14800
103 Foch Ave Structure 1,2368,371,2.059130435,10,166,20,6200
42 Roseland Dr Structure 1,5355,838,4.656521739,10,375,43,14000
42 Roseland Dr Structure 2,2482,388,2.15826087,10,174,23,6500
38 Roseland Dr Structure 1,6109,956,5.312173913,9,428,49,14300
38 Roseland Dr Structure 2,2921,457,2.54,10,204,22,7600
31 Burlingame Rd Structure 2,2012,315,1.749565217,10,141,17,5200
115 Foch Ave Structure 1,6060,948,5.269565217,9,424,44,14200
115 Foch Ave Structure 2,3463,542,3.011304348,10,242,28,9000
112 Foch Ave Structure 1,5845,915,5.082608696,9,409,44,13700
129 Foch Ave Structure 1,2149,336,1.868695652,10,150,18,5600
129 Foch Ave Structure 2,1775,278,1.543478261,10,124,14,4600
131A Foch Ave Structure 1,3981,623,3.46173913,10,279,30,10400
131A Foch Ave Structure 2,2942,460,2.55826087,10,206,21,7700
131 Foch Ave Structure 2,3062,479,2.662608696,10,214,22,8000
541 Horner Ave Structure 2,1836,287,1.596521739,10,129,15,4800
30 Burlingame Rd Structure 2,2160,338,1.87826087,10,151,17,5600
535 Horner Ave Structure 2,2925,458,2.543478261,10,205,24,7600
537 Horner Ave Structure 1,3657,572,3.18,10,256,27,9500
12 Avalon Rd Structure 1,3950,618,3.434782609,10,276,26,10300
39 Finsbury Cres Structure 1,1957,306,1.70173913,10,137,16,5100
39 Finsbury Cres Structure 2,2001,313,1.74,10,140,17,5200
35 Finsbury Cres Structure 1,6108,956,5.311304348,9,428,44,14300
35 Finsbury Cres Structure 2,1939,303,1.686086957,10,136,13,5100
37 Finsbury Cres Structure 1,4965,777,4.317391304,10,348,36,13000
37 Finsbury Cres Structure 2,1811,283,1.5747826090000001,10,127,12,4700
14 Avalon Rd Structure 1,5601,877,4.870434783,10,392,42,14600
33 Finsbury Cres Structure 1,2128,333,1.850434783,10,149,16,5600
50 Eltham Dr Structure 1,3410,534,2.965217391,10,239,22,8900
50 Eltham Dr Structure 2,1337,209,1.162608696,10,94,10,3500
30 Finsbury Cres Structure 1,4704,736,4.090434783,10,329,34,12300
543 Horner Ave Structure 1,2902,454,2.523478261,10,203,20,7600
543 Horner Ave Structure 2,2085,326,1.813043478,10,146,16,5400
545 Horner Ave Structure 2,1638,256,1.424347826,10,115,11,4300
545 Horner Ave Structure 3,1505,236,1.308695652,10,105,12,3900
124 Foch Ave Structure 1,6198,970,5.389565217,9,434,42,14600
545A Horner Ave Structure 2,3559,557,3.094782609,10,249,23,9300
551 Horner Ave Structure 1,3575,559,3.108695652,10,250,30,9300
549 Horner Ave Structure 1,4042,633,3.514782609,10,283,28,10500
48 Burlingame Rd Structure 2,5204,814,4.525217391,10,364,38,13600
553 Horner Ave Structure 2,2279,357,1.98173913,10,160,18,5900
33 Radlett Ave Structure 1,4221,661,3.670434783,10,295,33,11000
33 Radlett Ave Structure 2,1521,238,1.322608696,10,106,12,4000
547 Horner Ave Structure 1,3081,482,2.679130435,10,216,20,8000
48 Eltham Dr Structure 1,4875,763,4.239130435,10,341,32,12700
46 Eltham Dr Structure 2,3323,520,2.889565217,10,233,26,8700
35 Radlett Ave Structure 1,4426,693,3.848695652,10,310,36,11500
35 Radlett Ave Structure 2,2042,320,1.775652174,10,143,16,5300
37 Radlett Ave Structure 1,2221,348,1.931304348,10,155,19,5800
41 Radlett Ave Structure 1,5489,859,4.773043478,10,384,42,14300
39 Radlett Ave Structure 1,2657,416,2.310434783,10,186,22,6900
28 Finsbury Cres Structure 1,2608,408,2.267826087,10,183,22,6800
28 Finsbury Cres Structure 2,1723,270,1.49826087,10,121,15,4500
26 Finsbury Cres Structure 1,2949,462,2.564347826,10,206,26,7700
24 Finsbury Cres Structure 1,4706,736,4.092173913,10,329,37,12300
20 Finsbury Cres Structure 1,6030,944,5.243478261,9,422,43,14200
20 Finsbury Cres Structure 2,2462,385,2.140869565,10,172,20,6400
61 Mitcham Dr Structure 2,2220,347,1.930434783,10,155,19,5800
1 Cutler Cres Structure 1,2939,460,2.555652174,10,206,23,7700
19 Whaley Dr Structure 2,1919,300,1.668695652,10,134,14,5000
17 Whaley Dr Structure 2,4360,682,3.791304348,10,305,34,11400
18 Whaley Dr Structure 1,2628,411,2.285217391,10,184,23,6900
16 Whaley Dr Structure 1,3698,579,3.215652174,10,259,32,9600
16 Whaley Dr Structure 2,2480,388,2.156521739,10,174,20,6500
14 Whaley Dr Structure 2,2337,366,2.032173913,10,164,18,6100
54 Coules Crt Structure 2,3086,483,2.683478261,10,216,25,8100
12 Whaley Dr Structure 1,5553,869,4.828695652,10,389,46,14500
15 Whaley Dr Structure 2,1759,275,1.529565217,10,123,14,4600
10 Whaley Dr Structure 1,5182,811,4.506086957,10,363,43,13500
56 Coules Crt Structure 2,3374,528,2.933913043,10,236,27,8800
6 Whaley Dr Structure 1,5022,786,4.366956522,10,352,41,13100
6 Whaley Dr Structure 2,1415,221,1.230434783,10,99,12,3700
4 Whaley Dr Structure 2,4667,730,4.05826087,10,327,35,12200
11 Whaley Dr Structure 1,5228,818,4.546086957,10,366,44,13600
60 Mitcham Dr Structure 2,3799,595,3.303478261,10,266,31,9900
62 Mitcham Dr Structure 2,4480,701,3.895652174,10,314,34,11700
5 Whaley Dr Structure 1,4133,647,3.593913043,10,289,37,10800
680 Brown's Line Structure 1,5913,925,5.14173913,9,414,44,13900
680 Brown's Line Structure 2,2751,431,2.392173913,10,193,24,7200
694 Brown's Line Structure 1,4201,657,3.653043478,10,294,32,11000
686 Brown's Line Structure 1,4890,765,4.252173913,10,342,38,12800
3 Whaley Dr Structure 2,2382,373,2.071304348,10,167,21,6200
650 Brown's Line Structure 1,4025,630,3.5,10,282,32,10500
1 Whaley Dr Structure 1,2396,375,2.083478261,10,168,18,6300
656 Brown's Line Structure 1,4199,657,3.651304348,10,294,32,11000
677 Brown's Line Structure 2,3266,511,2.84,10,229,24,8500
671 Brown's Line Structure 2,4997,782,4.345217391,10,350,36,13000
655 Brown's Line Structure 1,5135,804,4.465217391,10,359,38,13400
618 Brown's Line Structure 2,3599,563,3.129565217,10,252,27,9400
630 Brown's Line Structure 1,5514,863,4.794782609,10,386,36,14400
630 Brown's Line Structure 2,3597,563,3.127826087,10,252,24,9400
66 Mitcham Dr Structure 2,2022,316,1.75826087,10,142,15,5300
560 Brown's Line Structure 1,4930,772,4.286956522,10,345,36,12900
4 Finsbury Cres Structure 1,5423,849,4.715652174,10,380,41,14100
6 Finsbury Cres Structure 1,3364,526,2.925217391,10,235,24,8800
6 Finsbury Cres Structure 2,2858,447,2.485217391,10,200,25,7500
8 Finsbury Cres Structure 1,4989,781,4.33826087,10,349,36,13000
8 Finsbury Cres Structure 2,4192,656,3.645217391,10,293,34,10900
63 Mitcham Dr Structure 2,2442,382,2.123478261,10,171,20,6400
10 Finsbury Cres Structure 1,4642,726,4.036521739,10,325,31,12100
16 Finsbury Cres Structure 1,3546,555,3.083478261,10,248,24,9300
18 Finsbury Cres Structure 1,3487,546,3.032173913,10,244,24,9100
19 Finsbury Cres Structure 1,3267,511,2.840869565,10,229,24,8500
15 Finsbury Cres Structure 2,2019,316,1.755652174,10,141,17,5300
7 Finsbury Cres Structure 1,3458,541,3.006956522,10,242,23,9000
7 Finsbury Cres Structure 2,2903,454,2.524347826,10,203,25,7600
9 Finsbury Cres Structure 1,3527,552,3.066956522,10,247,24,9200
9 Finsbury Cres Structure 2,2024,317,1.76,10,142,16,5300
6 Avalon Rd Structure 1,4739,742,4.120869565,10,332,34,12400
5 Finsbury Cres Structure 1,6099,954,5.303478261,9,427,42,14300
2 Finsbury Cres Structure 1,3341,523,2.905217391,10,234,24,8700
2 Finsbury Cres Structure 2,1238,194,1.076521739,10,87,10,3200
554 Brown's Line Structure 1,6279,983,5.46,9,440,49,14700
554 Brown's Line Structure 2,1217,190,1.05826087,10,85,10,3200
522 Brown's Line Structure 1,3989,624,3.468695652,10,279,32,10400
522 Brown's Line Structure 2,1757,275,1.527826087,10,123,12,4600
4 Avalon Rd Structure 1,4203,658,3.654782609,10,294,29,11000
516 Brown's Line Structure 1,4257,666,3.70173913,10,298,34,11100
521 Brown's Line Structure 1,5235,819,4.552173913,10,366,36,13700
521 Brown's Line Structure 2,2631,412,2.287826087,10,184,18,6900
1 Finsbury Cres Structure 1,3572,559,3.106086957,10,250,25,9300
32 Lunness Rd Structure 2,4347,680,3.78,10,304,32,11300
30 Lunness Rd Structure 2,4879,764,4.242608696,10,342,35,12700
34 Lunness Rd Structure 1,2309,361,2.007826087,10,162,18,6000
38 Lunness Rd Structure 1,4253,666,3.69826087,10,298,33,11100
38 Lunness Rd Structure 2,3865,605,3.360869565,10,271,28,10100
575 Brown's Line Structure 2,2283,357,1.985217391,10,160,19,6000
615 Brown's Line Structure 1,5986,937,5.205217391,9,419,43,14100
615 Brown's Line Structure 2,4007,627,3.484347826,10,280,28,10500
631 Brown's Line Structure 1,5216,816,4.535652174,10,365,41,13600
637 Brown's Line Structure 2,2309,361,2.007826087,10,162,17,6000
490 Valermo Dr Structure 1,5631,881,4.896521739,10,394,46,14700
490 Valermo Dr Structure 2,2256,353,1.96173913,10,158,17,5900
